Reachability,Admin Status,Device Name,IP Address,DNS Name,Device Type,Last Inventory Collection Status,Last Successful Collection Time,Software Version,Location,Creation Timestamp,Serial Number
REACHABLE,Managed,BDG-UPJN-EN1-C506Z,114.1.186.158,114.1.186.158,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:07:29 PM UTC",7.3.2,03SMD008_UNPD_JATINAGOR BANDUNG WEST JAVA,"August 23, 2021 2:49:06 PM UTC",FOC2522P2MY
REACHABLE,Managed,BDG-UPXL-EN1-C506Z,114.1.187.119,114.1.187.119,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:13:12 PM UTC",7.3.2,03BDG099 UNPAR_XL WEST JAVA,"January 8, 2022 7:18:26 PM UTC",FOC2542NBPK
REACHABLE,Managed,BDG-UTMC-EN1-C506Z,114.1.186.60,114.1.186.60,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:08:21 PM UTC",7.3.1,03CMI095 UTAMA_CMI WEST JAVA,"September 2, 2021 5:22:44 PM UTC",FOC2522P2N3
REACHABLE,Managed,BDG-WADO-EN1-C516Z,114.1.187.87,114.1.187.87,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:06:38 PM UTC",7.3.1,03SMD021 WADO WEST JAVA,"July 6, 2021 4:24:38 PM UTC",FOC2523NGFB
REACHABLE,Managed,BDG-WDSG-EN1-C506Z,114.1.188.35,114.1.188.35,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:21:04 PM UTC",7.5.2,03SRN300 WDKSAGULING_ST WEST JAVA,"May 10, 2022 1:04:59 AM UTC",FOC2551N3WQ
REACHABLE,Managed,BDG-WDUK-EN1-C516Z,114.1.188.71,114.1.188.71,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 8:22:30 PM UTC",7.5.2,03SRN760 WADUK_SRN_MT WEST JAVA,"May 16, 2022 7:16:33 PM UTC",FOC2615KZLT
REACHABLE,Managed,BDG-WGLY-EN1-C506Z,114.1.186.219,114.1.186.219,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:12:03 PM UTC",7.3.2,03SMD185 WARGALUYU_SMD BANDUNG WEST JAVA,"November 18, 2021 7:10:18 PM UTC",FOC2533N4L5
REACHABLE,Managed,BDG-WNKT-EN1-C516Z,114.1.187.91,114.1.187.91,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 8:09:16 PM UTC",7.3.1,03SUB057 WANAKERTA WEST JAVA,"September 14, 2021 9:17:12 PM UTC",FOC2529P6WS
REACHABLE,Managed,BDG-WRHL-EN1-C506Z,114.1.188.107,114.1.188.107,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:23:07 PM UTC",7.5.2,03SRN382 WARUNGHALANG_SRN_ST WEST JAVA,"May 24, 2022 3:26:47 PM UTC",FOC2545N7XQ
REACHABLE,Managed,BDG-YCMH-EN1-C506Z,114.1.186.253,114.1.186.253,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:07:06 PM UTC",7.3.1,03CMI013 YOGYACIMAHI WEST JAVA,"August 7, 2021 2:54:37 PM UTC",FOC2522P2L3
REACHABLE,Managed,BDG-YPKP-EN1-C506Z,114.1.187.120,114.1.187.120,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 8:20:27 PM UTC",7.3.2,03BDG105 YPKP WEST JAVA,"April 19, 2022 11:49:28 AM UTC",FOC2546N92S
UNREACHABLE,Maintenance,BJM-KTH-DIA1-C9906,114.0.116.251,114.0.116.251,Cisco ASR 9906 Router,In Service Maintenance,"February 17, 2022 4:39:09 AM UTC",7.3.2,17BJM039 - MSC_KERTAK_HANYAR,"December 6, 2021 1:02:06 PM UTC",FOX2512P9WN
UNREACHABLE,Maintenance,BJM-KTH-DIA2-C9906,114.0.116.252,114.0.116.252,Cisco ASR 9906 Router,In Service Maintenance,"February 10, 2022 12:30:56 AM UTC",7.3.2,17BJM039 - MSC_KERTAK_HANYAR,"December 6, 2021 1:02:37 PM UTC",FOX2511P00X
REACHABLE,Managed,BJM-KTH-P-NCS5K,114.0.8.19,114.0.8.19,Cisco NCS 5508,Completed,"June 23, 2022 3:06:39 AM UTC",7.3.2,17BJM039 MSC_KERTAK_HANYAR BJM,"June 5, 2021 6:41:34 AM UTC",FGE22204HEC
REACHABLE,Managed,bjm-rr01-secondtier-vrr,124.195.96.176,124.195.96.176,Cisco IOS XRv 9000 Router,Completed,"July 7, 2022 6:55:22 AM UTC",6.3.3,17BJM039 Banjarmasin,"November 26, 2019 3:08:10 AM UTC",FCH2222V2LX
REACHABLE,Managed,btm-btc-dia-asr9006,114.0.124.247,114.0.124.247,Cisco ASR 9006 Router,Completed,"June 28, 2022 7:04:48 AM UTC",7.3.2,"""Jl. Dr. Sutomo Sekupang, Batam, SUMATERA""","June 5, 2021 8:20:44 AM UTC",FOX2252P7JQ
REACHABLE,Managed,btm-btc-nap-asr9006,114.0.124.246,114.0.124.246,Cisco ASR 9006 Router,Completed,"May 27, 2022 3:16:03 AM UTC",7.3.2,"""Jl. Dr. Sutomo Sekupang, Batam, SUMATERA""","June 5, 2021 8:09:55 AM UTC",FOX2252P7JP
REACHABLE,Managed,BTM-BTC-P-NCS5K,114.0.8.132,114.0.8.132,Cisco NCS 5508,Completed,"February 10, 2022 6:17:27 PM UTC",7.2.2,07BTM009 - MSC Batam Center,"November 26, 2019 3:08:10 AM UTC",FGE22204HEB
REACHABLE,Managed,CRB-AJTN-EN1-C516Z,114.1.201.130,114.1.201.130,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:14:35 PM UTC",7.3.27,03IND017 ANJATAN_TB WEST JAVA,"March 4, 2022 10:04:33 AM UTC",FOC2612NQS9
REACHABLE,Managed,CRB-ALMJ-EN1-C506Z,114.1.200.55,114.1.200.55,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:07:04 PM UTC",7.3.1,03MJL052 ALUN2MJLK_PL WEST JAVA,"September 16, 2021 1:12:32 PM UTC",FOC2532N3V1
REACHABLE,Managed,CRB-ALSM-EN1-C516Z,114.1.201.146,114.1.201.146,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:39 PM UTC",7.5.2,03SRN105 ALMASOEM_RT WEST JAVA,"May 24, 2022 3:26:24 PM UTC",FOC2615KZ6E
REACHABLE,Managed,CRB-AMPL-AN1-C5508,114.1.201.11,114.1.201.11,Cisco NCS 5508,Completed,"July 20, 2022 10:14:08 PM UTC",7.3.2,03CRN010 KARANGAMPEL WEST JAVA,"November 12, 2021 8:07:46 PM UTC",FGE24436N1L
REACHABLE,Managed,CRB-AMRN-AN1-C5504,114.1.201.13,114.1.201.13,Cisco NCS 5504,Completed,"July 20, 2022 10:10:31 PM UTC",7.3.1,03CRN001 AMIRIN WEST JAVA,"September 21, 2021 6:31:04 PM UTC",FOX2446P57Y
REACHABLE,Managed,CRB-ANDR-EN1-C506Z,114.1.201.151,114.1.201.151,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:11:24 PM UTC",7.3.2,03MJL152_ANDIR_MJL MAJALENGKA WEST JAVA,"February 8, 2022 5:03:36 AM UTC",FOC2542NBJF
REACHABLE,Managed,CRB-ANWA-EN1-C506Z,114.1.200.63,114.1.200.63,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:19 PM UTC",7.3.1,03KNG138 AL-ANWAR_KNG WEST JAVA,"September 2, 2021 5:35:02 PM UTC",FOC2522NGEL
REACHABLE,Managed,CRB-APRZ-EN1-C506Z,114.1.200.35,114.1.200.35,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:07:39 PM UTC",7.3.1,03MJL117 APANAREZA_MJL WEST JAVA,"September 26, 2021 4:22:41 PM UTC",FOC2532N3WX
REACHABLE,Managed,CRB-ARHN-EN1-C516Z,114.1.200.219,114.1.200.219,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:51 PM UTC",7.3.2,03IND021 ARAHAN_TB CIREBON WEST JAVA ,"February 8, 2022 12:11:49 PM UTC",FOC2552NAGG
REACHABLE,Managed,CRB-BAAB-EN1-C516Z,114.1.201.72,114.1.201.72,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:05:14 PM UTC",7.3.1,14BRS009 BANJARHARJO_TB WEST JAVA,"July 12, 2021 6:29:42 PM UTC",FOC2524NTZQ
REACHABLE,Managed,CRB-BBDT-EN1-C516Z,114.1.200.127,114.1.200.127,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:07:19 PM UTC",7.3.1,03IND029 BABADAN_TB WEST JAVA,"September 16, 2021 7:07:49 AM UTC",FOC2529P6ZC
REACHABLE,Managed,CRB-BBER-EN1-C55A2,114.1.201.73,114.1.201.73,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:04:20 PM UTC",7.3.1,03KNG006 BEBER WEST JAVA,"June 18, 2021 8:16:44 PM UTC",FOC2503R067
REACHABLE,Managed,CRB-BBKA-EN1-C516Z,114.1.201.112,114.1.201.112,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:15 PM UTC",7.3.27,03CRN033 BABAKAN WEST JAVA,"April 23, 2022 7:46:08 PM UTC",FOC2612NQQG
REACHABLE,Managed,CRB-BBMC-EN1-C516Z,114.1.201.143,114.1.201.143,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:57 PM UTC",7.3.27,03SMD082 BABAKAN_MUNCANG_MT WEST JAVA,"February 15, 2022 3:39:41 PM UTC",FOC2612NR36
REACHABLE,Managed,CRB-BBOS-EN1-C55A2,114.1.200.101,114.1.200.101,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:04:00 PM UTC",7.3.1,03CRN023 BOBOS,"June 16, 2021 11:15:23 AM UTC",FOC2503R074
REACHABLE,Managed,CRB-BCGS-EN1-C506Z,114.1.201.148,114.1.201.148,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:16:21 PM UTC",7.5.2,03MJL025 BENDCIGASONG_MJL_PL WEST JAVA,"May 11, 2022 5:55:59 PM UTC",FOC2551P4XL
REACHABLE,Managed,CRB-BDAK-EN1-C516Z,114.1.200.240,114.1.200.240,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:17 PM UTC",7.5.2,03IND095 BADAK2_PL WEST JAVA,"May 10, 2022 3:45:21 AM UTC",FOC2613NSPK
REACHABLE,Managed,CRB-BDKR-EN1-C516Z,114.1.202.43,114.1.202.43,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:18:07 PM UTC",7.5.2,104234 BENDAKARANGAMPEL_TB CIREBON WEST JAVA,"July 18, 2022 1:15:47 PM UTC",FOC2614PDJQ
REACHABLE,Managed,CRB-BJKL-EN1-C516Z,114.1.200.164,114.1.200.164,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:08:35 PM UTC",7.3.1,03MJL027 BURUJUL_KULON_MJL_PL CIREBON WEST JAVA ,"October 11, 2021 6:00:00 PM UTC",FOC2535N9CE
REACHABLE,Managed,CRB-BJSR-EN1-C506Z,114.1.200.18,114.1.200.18,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:14 PM UTC",7.3.1,03MJL087 BANJARSARI_NEW_TB WEST JAVA,"August 31, 2021 5:44:04 PM UTC",FOC2522P2M6
REACHABLE,Managed,CRB-BLBT-EN1-C506Z,114.1.200.152,114.1.200.152,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:10:30 PM UTC",7.3.2,03KNG113 BALEBAT_KNG_PL CENTRAL JAVA,"November 20, 2021 4:31:20 PM UTC",FOC2522P2L1
REACHABLE,Managed,CRB-BLGN-EN1-C55A2,114.1.201.74,114.1.201.74,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:04:08 PM UTC",7.3.1,03IND002 BALONGAN WEST JAVA,"June 18, 2021 9:01:40 PM UTC",FOC2503R012
REACHABLE,Managed,CRB-BLNG-EN1-C506Z,114.1.200.25,114.1.200.25,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:07:03 PM UTC",7.3.1,03KNG139 BALONG_KNG WEST JAVA,"September 18, 2021 3:59:53 PM UTC",FOC2523N4DK
REACHABLE,Managed,CRB-BNDR-EN1-C516Z,114.1.200.241,114.1.200.241,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:11 PM UTC",7.3.27,03IND063 BUNDER_TB WEST JAVA,"April 27, 2022 9:58:54 PM UTC",FOC2611N7P7
REACHABLE,Managed,CRB-BNGI-EN1-C516Z,114.1.200.191,114.1.200.191,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:03 PM UTC",7.3.27,03IND026 BNGS_INDRAMAYU_TB WJRO,"April 23, 2022 7:09:52 PM UTC",FOC2613NSMZ
REACHABLE,Managed,CRB-BNGS-EN1-C506Z,114.1.200.41,114.1.200.41,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:22 PM UTC",7.3.1,03MJL099 BONGAS_KLN_MJL_TB WEST JAVA,"September 1, 2021 5:29:50 PM UTC",FOC2522NGFM
REACHABLE,Managed,CRB-BNKR-EN1-C516Z,114.1.200.124,114.1.200.124,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:07:02 PM UTC",7.3.1,03IND023 BANKIR WEST JAVA,"September 10, 2021 5:56:10 PM UTC",FOC2529P6XK
REACHABLE,Managed,CRB-BRCW-EN1-C516Z,114.1.201.161,114.1.201.161,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:41 PM UTC",7.5.2,103454 BERINGINCIWARINGIN_PL CIREBON WEST JAVA,"May 27, 2022 5:55:37 PM UTC",FOC2615KZ14
REACHABLE,Managed,CRB-BRGT-EN1-C516Z,114.1.200.222,114.1.200.222,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:09 PM UTC",7.3.27,03IND130 BRUNGUT_IND_ST WEST JAVA,"April 26, 2022 10:47:06 AM UTC",FOC2613NSQX
REACHABLE,Managed,CRB-BRJL-EN1-C506Z,114.1.201.115,114.1.201.115,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:15:33 PM UTC",7.3.2,03MJL038 BURUJUL_TB WEST JAVA,"April 22, 2022 8:47:12 PM UTC",FOC2522NGFJ
REACHABLE,Managed,CRB-BRTM-AN1-C5504,114.1.201.14,114.1.201.14,Cisco NCS 5504,Completed,"July 20, 2022 10:13:06 PM UTC",7.3.2,03CRN011 BERLIAN_TIMUR WEST JAVA,"December 4, 2021 6:06:20 PM UTC",FOX2447PK4V
REACHABLE,Managed,CRB-BTRJ-EN1-C516Z,114.1.200.253,114.1.200.253,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:45 PM UTC",7.5.2,03MJL019 BANTARUJEG_TB WEST JAVA,"May 11, 2022 6:00:46 PM UTC",FOC2615KZE2
REACHABLE,Managed,CRB-BUDR-EN1-C506Z,114.1.200.40,114.1.200.40,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:23 PM UTC",7.3.1,03MJL135 BUDUR_MJL WEST JAVA,"September 1, 2021 7:13:57 PM UTC",FOC2522NGF5
REACHABLE,Managed,CRB-BUGS-EN1-C516Z,114.1.201.129,114.1.201.129,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:14:53 PM UTC",7.3.27,03IND054 BUGIS_TB WJRO,"March 10, 2022 9:56:37 AM UTC",FOC2612NQYN
REACHABLE,Managed,CRB-BWDS-EN1-C516Z,114.1.200.236,114.1.200.236,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:13 PM UTC",7.5.2,03IND024 BANGO_WIDASARI_TB WEST JAVA,"May 24, 2022 8:08:08 AM UTC",FOC2615KZAK
REACHABLE,Managed,CRB-BYGN-EN1-C506Z,114.1.200.43,114.1.200.43,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:20 PM UTC",7.3.1,03MJL136 BUYUT_GANI_MJL WEST JAVA,"September 1, 2021 7:38:10 PM UTC",FOC2522NGF7
REACHABLE,Managed,CRB-BYWK-EN1-C506Z,114.1.200.44,114.1.200.44,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:08:07 PM UTC",7.3.1,03MJL134 BIYAWAK_MJL WEST JAVA,"September 30, 2021 5:01:11 PM UTC",FOC2532N3WC
REACHABLE,Managed,CRB-CASH-EN1-C516Z,114.1.200.211,114.1.200.211,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:11:17 PM UTC",7.5.2,03MJL151 CINTAASIH_MJL WEST JAVA,"February 7, 2022 12:59:11 PM UTC",FOC2615KZ3E
REACHABLE,Managed,CRB-CBGL-EN1-C516Z,114.1.201.135,114.1.201.135,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:17 PM UTC",7.5.2,03SMD047 CIBUGEL WEST JAVA,"May 24, 2022 8:08:08 AM UTC",FOC2612NQAD
REACHABLE,Managed,CRB-CBGR-EN1-C506Z,114.1.200.47,114.1.200.47,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:07:01 PM UTC",7.3.1,03MJL131 CIBOGOR_MJL WEST JAVA,"September 16, 2021 10:50:56 AM UTC",FOC2532N3X2
REACHABLE,Managed,CRB-CBOC-EN1-C516Z,114.1.201.75,114.1.201.75,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:22 PM UTC",7.3.1,03CRN111 CIBOGO_CRB_ST WEST JAVA,"July 2, 2021 8:10:35 PM UTC",FOC2521NWM8
REACHABLE,Managed,CRB-CBRK-EN1-C516Z,114.1.201.24,114.1.201.24,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:32 PM UTC",7.3.2,03KNG153 CIBINGBINRAYA_KNG WEST JAVA,"January 25, 2022 3:26:54 PM UTC",FOC2547N3ZS
REACHABLE,Managed,CRB-CBTR-EN1-C516Z,114.1.200.169,114.1.200.169,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:09:19 PM UTC",7.3.1,03MJL109_CIBENTAR_MJL_PL CIREBON WEST JAVA,"October 22, 2021 10:16:07 AM UTC",FOC2536N3QV
REACHABLE,Managed,CRB-CBYK-EN1-C506Z,114.1.200.138,114.1.200.138,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:53 PM UTC",7.3.1,03IND123_CIBINYUK_IND_TB CIREBON WEST JAVA,"September 15, 2021 9:39:42 PM UTC",FOC2515NZ2Y
REACHABLE,Managed,CRB-CCNG-EN1-C516Z,114.1.200.172,114.1.200.172,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:08:54 PM UTC",7.3.1,03MJL116_CICENANG_MJL_PL CIREBON WEST JAVA,"October 16, 2021 12:23:55 PM UTC",FOC2535N9A1
REACHABLE,Managed,CRB-CDHR-EN1-C516Z,114.1.200.242,114.1.200.242,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:40 PM UTC",7.3.2,03KNG152_CIDAHURAYA_KNG_PL KUNINGAN WEST JAVA,"February 8, 2022 12:11:28 PM UTC",FOC2552NAD6
REACHABLE,Managed,CRB-CDLG-EN1-C506Z,114.1.200.19,114.1.200.19,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:09:22 PM UTC",7.3.1,03MJL100 CIDULANG_MJL_ST WEST JAVA,"November 3, 2021 6:02:47 AM UTC",FOC2533N4JP
REACHABLE,Managed,CRB-CGBL-EN1-C55A2,114.1.201.108,114.1.201.108,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:13:34 PM UTC",7.3.2,03MJL021 CINGAMBUL WEST JAVA,"February 17, 2022 8:22:38 PM UTC",FOC2544R0V8
REACHABLE,Managed,CRB-CGDM-EN1-C506Z,114.1.200.11,114.1.200.11,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:13 PM UTC",7.3.1,03KNG053 CIGANDAMEKAR WEST JAVA,"May 29, 2021 8:58:07 AM UTC",FOC2503PG94
REACHABLE,Managed,CRB-CGGR-EN1-C506Z,114.1.200.31,114.1.200.31,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:03 PM UTC",7.3.1,03KNG120 CIGUGUR_KNG WEST JAVA,"March 23, 2021 12:03:08 PM UTC",FOC2447PK9V
REACHABLE,Managed,CRB-CGKK-EN1-C516Z,114.1.200.110,114.1.200.110,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:42 PM UTC",7.3.1,14WNO052-GONDANG_WNO,"June 4, 2021 4:09:28 PM UTC",FOC2504NPX9
REACHABLE,Managed,CRB-CGSG-EN1-C506Z,114.1.200.67,114.1.200.67,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:05 PM UTC",7.3.1,03MJL035 CIGASONG_TB WEST JAVA,"March 23, 2021 10:15:12 AM UTC",FOC2502NNK8
REACHABLE,Managed,CRB-CGTG-EN1-C506Z,114.1.200.71,114.1.200.71,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:15:07 PM UTC",7.3.1,03KNG125 CIGINTUNG_KNG WEST JAVA,"November 1, 2021 8:40:32 PM UTC",FOC2532N3XG
REACHABLE,Managed,CRB-CHUR-EN1-C506Z,114.1.200.60,114.1.200.60,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:28 PM UTC",7.3.1,03MJL114 CIHAUR_MJL WEST JAVA,"September 6, 2021 5:35:46 PM UTC",FOC2522NGEE
REACHABLE,Managed,CRB-CKDG-EN1-C516Z,114.1.200.149,114.1.200.149,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:05:09 PM UTC",7.3.1,03IND014 CIKEDUNG WEST JAVA,"July 11, 2021 6:53:12 PM UTC",FOC2524NTZT
REACHABLE,Managed,CRB-CKJG-EN1-C55A2,114.1.200.87,114.1.200.87,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:02:26 PM UTC",7.3.1,03MJL005 - CIKIJING EN1 - CIREBON - WEST JAVA,"May 17, 2021 10:33:54 AM UTC",FOC2504R01C
REACHABLE,Managed,CRB-CKNG-EN1-C516Z,114.1.200.104,114.1.200.104,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:54 PM UTC",7.5.2,101423M CANGKINGAN1_PL CIREBON WJRO,"July 2, 2022 4:23:25 PM UTC",FOC2615KZC7
REACHABLE,Managed,CRB-CKSI-EN1-C516Z,114.1.200.244,114.1.200.244,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:45 PM UTC",7.3.2,03KNG157_CIKEUSIK_KNG KUNINGAN WEST JAVA,"February 8, 2022 12:11:28 PM UTC",FOC2552NAAS
REACHABLE,Managed,CRB-CKWG-EN1-C516Z,114.1.201.140,114.1.201.140,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:14:05 PM UTC",7.5.2,03SMD162 CIKAWUNG_SMD_TB WJRO,"March 3, 2022 1:53:53 PM UTC",FOC2609NH9C
REACHABLE,Managed,CRB-CLCG-EN1-C516Z,114.1.200.98,114.1.200.98,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:34 PM UTC",7.3.1,03CRN025 CELANCANG CIREBON WEST JAVA,"May 7, 2021 5:09:40 PM UTC",FOC2506P4SM
REACHABLE,Managed,CRB-CLDG-EN1-C516Z,114.1.201.76,114.1.201.76,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:05:20 PM UTC",7.3.1,03CRN018 CILEDUG_TB WEST JAVA,"July 21, 2021 9:04:23 PM UTC",FOC2524NU02
REACHABLE,Managed,CRB-CLLY-EN1-C506Z,114.1.200.32,114.1.200.32,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:01:59 PM UTC",7.3.1,03KNG119 CILEULEUY_KNG WEST JAVA,"March 23, 2021 12:03:09 PM UTC",FOC2502NNBD
REACHABLE,Managed,CRB-CLMS-EN1-C55A2,114.1.201.77,114.1.201.77,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:04:15 PM UTC",7.3.1,03KNG002 CILIMUS WEST JAVA,"June 18, 2021 11:42:50 PM UTC",FOC2452R03W
REACHABLE,Managed,CRB-CLMU-EN1-C516Z,114.1.201.134,114.1.201.134,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:21 PM UTC",7.3.27,03SMD174 CILIMUS_CARIK_SMD_PL WEST JAVA,"March 16, 2022 7:45:17 AM UTC",FOC2613NSQW
REACHABLE,Managed,CRB-CLYA-EN1-C516Z,114.1.201.78,114.1.201.78,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:37 PM UTC",7.3.1,03KNG012 CILEUYA WEST JAVA,"June 25, 2021 6:21:47 AM UTC",FOC2502PBCE
REACHABLE,Managed,CRB-CLYG-EN1-C506Z,114.1.201.152,114.1.201.152,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:12:43 PM UTC",7.3.2,03KNG155 CILAYUNG_KNG CIREBON CENTRAL JAVA ,"February 8, 2022 12:26:57 PM UTC",FOC2542NBM1
REACHABLE,Managed,CRB-CLYK-EN1-C516Z,114.1.201.110,114.1.201.110,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:52 PM UTC",7.3.27,03KNG066 CILEUYAKNG_TB-1 WEST JAVA,"April 22, 2022 10:49:47 PM UTC",FOC2612NQZY
REACHABLE,Managed,CRB-CMBR-EN1-C516Z,114.1.201.79,114.1.201.79,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:05:46 PM UTC",7.3.1,03CRN035 KECOMBERAN WEST JAVA,"July 26, 2021 4:44:02 PM UTC",FOC2524N7KP
REACHABLE,Managed,CRB-CMNG-EN1-C506Z,114.1.200.58,114.1.200.58,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:31 PM UTC",7.3.1,03MJL107 CIMEONG_MJL WEST JAVA,"September 6, 2021 7:08:53 PM UTC",FOC2522NGC4
REACHABLE,Managed,CRB-CMPG-EN1-C516Z,114.1.200.212,114.1.200.212,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:00 PM UTC",7.5.2,03MJL026 CAMPAGA_MJL_TB WEST JAVA,"February 14, 2022 4:07:10 PM UTC",FOC2614K9V9
REACHABLE,Managed,CRB-CMSK-EN1-C506Z,114.1.200.136,114.1.200.136,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:05:44 PM UTC",7.3.1,03KNG124 CILIMUS_KNG WEST JAVA,"August 10, 2021 2:41:53 PM UTC",FOC2522NGBS
